Area,Competition,Gender,Category,Season,Matches,Tagged
N/C America,CONCACAF Women's U20,Female,Youth,2015 Honduras,54,0%
,,,,2018,42,0%
,,,,2023 Dominican Republic,16,0%
,CONCACAF Women's U20 ..,Female,Youth,2023 Dominican Republic,44,7%
,CONCACAF World Cup Qualifiers,Male,Senior,2022 Qatar,118,88%
,,,,2026 Canada/Mexico/USA,32,0%
,Copa America Qualification,Male,Senior,2016 Panama,2,0%
,Copa Centroamericana,Male,Senior,2017 Panama,15,93%
,Copa Premier Centroamer..,Male,Senior,2019,15,0%
,FIFA Women's WC Qualification CONCACAF,Female,Senior,2018,22,0%
,,,,2022,78,23%
,Leagues Cup,Male,Senior,2019,7,100%
,,,,2021,7,100%
,,,,2022,5,100%
,,,,2023,77,100%
,,,,2024,77,100%
,NWSL X Liga MXF Summer..,Female,Senior,2024,33,0%
,Olympic Qualifying CONC..,Male,Youth,2020 Tokyo,34,44%
,Road to CONCACAF W Gol..,Female,Senior,2024,18,100%
,Road to CONCACAF W Gol..,Female,Senior,2024,36,97%
,Road to CONCACAF W Gol..,Female,Senior,2024,30,100%
,Road to CONCACAF W Gol..,Female,Senior,2024,3,0%
,UNCAF U16 Tournament,Male,Youth,2017,10,0%
,,,,2018,21,0%
,Women's Olympic Qualifying CONCACAF,Female,Senior,2016 Rio de Janeiro,39,0%
,,,,2020 Tokyo,15,100%
Namibia,Premier League,Male,Senior,2015/2016,240,0%
,,,,2017/2018,80,0%
Netherlands,Beloften,Male,Senior,2015/2016,110,0%
,Derde Divisie,Male,Senior,2015/2016,452,0%
,,,,2016/2017,612,0%
,,,,2017/2018,534,0%
,,,,2024/2025,153,12%
,Eerste Divisie,Male,Senior,2015/2016,342,100%
,,,,2016/2017,380,99%
,,,,2017/2018,380,99%
,,,,2018/2019,380,100%
,,,,2019/2020,290,100%
,,,,2020/2021,380,100%
,,,,2021/2022,380,100%
,,,,2022/2023,380,100%
,,,,2023/2024,380,100%
,,,,2024/2025,206,97%
",Eerste Klasse,Male,Senior,2015/2016,""1,950"",0%"
",,,,2016/2017,""2,002"",0%"
",,,,2017/2018,""1,544"",0%"
Netherlands,Eerste Klasse,Male,Senior,2024/2025,10,80%
,Eerste Klasse Women,Female,Senior,2015/2016,556,0%
,,,,2016/2017,507,0%
,,,,2017/2018,397,0%
,Eredivisie,Male,Senior,2015/2016,312,99%
,,,,2016/2017,312,100%
,,,,2017/2018,312,100%
,,,,2018/2019,328,100%
,,,,2019/2020,232,100%
,,,,2020/2021,309,100%
,,,,2021/2022,312,100%
,,,,2022/2023,312,100%
,,,,2023/2024,309,100%
,,,,2024/2025,162,99%
,Eredivisie U19,Male,Youth,2015/2016,148,0%
,,,,2016/2017,147,0%
,,,,2017/2018,82,0%
,Eredivisie Women,Female,Senior,2015/2016,84,0%
,,,,2016/2017,108,2%
,,,,2017/2018,110,4%
,,,,2018/2019,110,8%
,,,,2019/2020,48,6%
,,,,2020/2021,79,13%
,,,,2021/2022,108,35%
,,,,2022/2023,110,21%
,,,,2023/2024,132,2%
,,,,2024/2025,65,0%
,Hoofdklasse Women,Female,Senior,2015/2016,315,0%
,,,,2016/2017,315,0%
,,,,2017/2018,215,0%
,KNVB Beker,Male,Senior,2015/2016,84,1%
,,,,2016/2017,102,25%
,,,,2017/2018,104,24%
,,,,2018/2019,63,43%
,,,,2019/2020,59,46%
,,,,2020/2021,33,85%
,,,,2021/2022,58,62%
,,,,2022/2023,58,47%
,,,,2023/2024,41,78%
,,,,2024/2025,30,80%
,Play-offs 1/2,Male,Senior,2015/2016,16,100%
,,,,2016/2017,16,100%
,,,,2017/2018,16,100%
,,,,2020/2021,6,100%
,,,,2021/2022,12,100%
,,,,2022/2023,12,100%
Netherlands,Play-offs 1/2,Male,Senior,2023/2024,12,100%
,Play-offs 3/4,Male,Senior,2015/2016,20,0%
,,,,2016/2017,12,0%
,Play-offs 4/5,Male,Senior,2015/2016,75,0%
,,,,2016/2017,24,0%
,,,,2023/2024,6,17%
,Play-offs 5/6,Male,Senior,2016/2017,58,0%
,,,,2023/2024,3,0%
,Reserve League,Male,Senior,2015/2016,140,0%
,,,,2016/2017,111,0%
,,,,2017/2018,93,0%
,Super Cup,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,100%
,,,,2024/2025,1,100%
,Topklasse Women,Female,Senior,2015/2016,132,0%
,,,,2016/2017,132,0%
,,,,2017/2018,106,0%
,Tweede Divisie,Male,Senior,2016/2017,306,7%
,,,,2017/2018,306,11%
,,,,2018/2019,306,11%
,,,,2019/2020,215,4%
,,,,2020/2021,47,94%
,,,,2021/2022,306,92%
,,,,2022/2023,306,99%
,,,,2023/2024,306,98%
,,,,2024/2025,160,90%
,Tweede Klasse,Male,Senior,2023/2024,7,71%
,,,,2024/2025,10,30%
",Vierde Divisie,Male,Senior,2015/2016,""1,066"",0%"
,,,,2016/2017,930,0%
,,,,2017/2018,740,0%
,,,,2023/2024,60,47%
,Women's Cup,Female,Senior,2015/2016,175,0%
,,,,2016/2017,171,0%
,,,,2017/2018,135,0%
,Women's Play-offs 2/3,Female,Senior,2015/2016,13,0%
,,,,2016/2017,12,0%
,Women's Play-offs 3/4,Female,Senior,2015/2016,23,0%
,,,,2016/2017,23,0%
,Youth Cup U19,Male,Youth,2015/2016,15,0%
Netherlands,Youth Cup U19,Male,Youth,2016/2017,15,0%
New Caledonia,Super Ligue,Male,Senior,2016,158,0%
,,,,2017,132,0%
New Zealand,ASB Youth League,Male,Youth,2015,66,0%
,,,,2016,45,0%
,,,,2017,40,0%
,Chatham Cup,Male,Senior,2015,31,0%
,,,,2016,62,0%
,,,,2017,63,0%
,National League,Male,Senior,2022,46,98%
,,,,2023,46,100%
,,,,2024,46,91%
,National Women's League,Female,Senior,2016,23,0%
,,,,2017,23,0%
,,,,2020,22,100%
,,,,2022,56,98%
,,,,2023,46,93%
,,,,2024,46,48%
,Premiership,Male,Senior,2015/2016,59,0%
,,,,2016/2017,93,13%
,,,,2017/2018,93,15%
,,,,2018/2019,5,0%
,,,,2020/2021,59,100%
,Regional Leagues,Male,Senior,2016,342,0%
,,,,2017,378,0%
,South Central Series,Male,Senior,2021,16,100%
,Women's South Central S..,Female,Senior,2021,12,100%
Nicaragua,Primera Division,Male,Senior,2015/2016,194,0%
,,,,2016/2017,198,0%
,,,,2017/2018,194,8%
,,,,2018/2019,194,0%
,,,,2019/2020,194,45%
,,,,2020/2021,194,87%
,,,,2021/2022,195,96%
,,,,2022/2023,196,99%
,,,,2023/2024,196,98%
,,,,2024/2025,97,65%
Nigeria,Asaba Super Cup,Male,NULL,2024,4,100%
,Creative Championship,Male,Senior,2023/2024,132,97%
,,,,2024/2025,71,94%
,N-Youth League Cup,Male,Youth,2024/2025,104,43%
,NLO,Male,Senior,2024,8,38%
,NPFL,Male,Senior,2016,342,0%
,,,,2017,380,0%
,The Creative Championship Cup,Male,Senior,2023/2024,36,81%
,,,,2024/2025,29,90%
North Macedonia,Cup,Male,Senior,2015/2016,45,0%
,,,,2016/2017,41,7%
,,,,2017/2018,44,2%
,,,,2018/2019,39,0%
,,,,2019/2020,30,0%
,,,,2020/2021,15,0%
,,,,2021/2022,15,0%
,,,,2022/2023,29,0%
,,,,2023/2024,17,0%
,,,,2024/2025,8,0%
,First League,Male,Senior,2015/2016,162,0%
,,,,2016/2017,180,47%
,,,,2017/2018,180,100%
,,,,2018/2019,180,93%
,,,,2019/2020,115,73%
,,,,2020/2021,198,95%
,,,,2021/2022,198,68%
,,,,2022/2023,165,67%
,,,,2023/2024,198,97%
,,,,2024/2025,108,99%
,Play-offs 1/2,Male,Senior,2014/2015,2,0%
,,,,2015/2016,2,0%
,,,,2016/2017,2,0%
,,,,2017/2018,1,0%
,,,,2018/2019,1,0%
,,,,2020/2021,2,0%
,,,,2021/2022,2,0%
,,,,2022/2023,1,0%
,,,,2023/2024,1,0%
,Prva ŽFL,Female,Senior,2016/2017,72,0%
,,,,2017/2018,66,0%
,Second League,Male,Senior,2015/2016,135,0%
,,,,2016/2017,135,0%
,,,,2017/2018,142,0%
,Super Cup,Male,Senior,2015/2016,1,0%
Northern Ireland,Championship,Male,Senior,2015/2016,182,0%
,,,,2016/2017,194,0%
,,,,2017/2018,122,0%
,Championship Women,Female,Senior,2016,42,0%
,,,,2017,41,0%
,Charity Shield,Male,Senior,2015/2016,1,0%
,,,,2016/2017,1,0%
,,,,2017/2018,1,0%
,County Antrim Shield,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,14,0%
Northern Ireland,FA Women's Cup,Female,Senior,2016,23,0%
,,,,2017,17,0%
,Irish Cup,Male,Senior,2015/2016,63,0%
,,,,2016/2017,54,0%
,,,,2017/2018,38,0%
,,,,2019/2020,1,100%
,,,,2020/2021,25,84%
,,,,2021/2022,31,77%
,,,,2022/2023,31,84%
,,,,2023/2024,31,71%
,,,,2024/2025,15,73%
,League Cup,Male,Senior,2015/2016,39,0%
,,,,2016/2017,35,3%
,,,,2017/2018,32,0%
,,,,2021/2022,1,100%
,NIFL Reserve League,Male,Senior,2015/2016,198,0%
,,,,2016/2017,196,0%
,Play-offs 1/2,Male,Senior,2015/2016,2,0%
,,,,2016/2017,2,0%
,,,,2021/2022,2,100%
,,,,2022/2023,2,0%
,,,,2023/2024,2,100%
,Play-offs 2/3,Male,Senior,2016/2017,2,0%
,Premier Intermediate League,Male,Senior,2015/2016,182,0%
,,,,2016/2017,162,0%
,,,,2017/2018,84,0%
,Premiership,Male,Senior,2015/2016,230,0%
,,,,2016/2017,231,1%
,,,,2017/2018,231,1%
,,,,2018/2019,231,30%
,,,,2019/2020,186,34%
,,,,2020/2021,231,99%
,,,,2021/2022,231,98%
,,,,2022/2023,231,100%
,,,,2023/2024,231,100%
,,,,2024/2025,135,100%
,Premiership Development League,Male,Youth,2016/2017,1,0%
,,,,2017/2018,86,0%
,Premiership Women,Female,Senior,2016,56,0%
,,,,2017,42,0%
,,,,2022,68,97%
,,,,2023,90,94%
,,,,2024,72,96%
,Women's Play-offs 1/2,Female,Senior,2015,2,0%
,,,,2016,2,0%
,Women's Premiership,Female,Senior,2022,7,100%
"Northern Ireland,""Women's Premiership"
"League Cup"",Female,Senior,2023,9,100%"
,,,,2024,8,100%
Norway,1. Division Women,Female,Senior,2016,132,0%
,,,,2017,132,0%
,,,,2023,117,89%
,,,,2024,117,91%
,2. Division,Male,Senior,2016,728,0%
,,,,2017,366,1%
,,,,2018,365,0%
,,,,2019,366,93%
,,,,2020,221,98%
,,,,2021,366,97%
,,,,2022,348,96%
,,,,2023,366,98%
,,,,2024,366,99%
",3. Division,Male,Senior,2016,""2,032"",0%"
",,,,2017,""1,092"",0%"
,,,,2023,26,62%
,3. Division Women,Female,Senior,2023,22,86%
,,,,2024,22,95%
,Eliteserien,Male,Senior,2016,240,100%
,,,,2017,240,100%
,,,,2018,242,100%
,,,,2019,240,100%
,,,,2020,240,100%
,,,,2021,240,100%
,,,,2022,240,100%
,,,,2023,240,100%
,,,,2024,240,100%
,Nasjonal Regional G19,Male,Youth,2024,15,7%
,NM Cupen,Male,Senior,2016,127,13%
,,,,2017,127,21%
,,,,2018,113,27%
,,,,2019,127,35%
,,,,2021/2022,127,67%
,,,,2022/2023,127,96%
,,,,2023,127,91%
,,,,2024,127,17%
,NM Cupen Women,Female,Senior,2016,51,0%
,,,,2017,51,0%
,,,,2023,41,0%
,,,,2024,30,0%
,Norway Cup,Male,Senior,2016,12,0%
,Obos Ligaen,Male,Senior,2016,243,91%
,,,,2017,243,99%
,,,,2018,243,100%
Norway,Obos Ligaen,Male,Senior,2019,242,100%
,,,,2020,243,100%
,,,,2021,243,100%
,,,,2022,243,100%
,,,,2023,243,100%
,,,,2024,243,100%
,OBOS Nasjonal G17 - 1st ..,Male,Youth,2024,90,37%
,OBOS Nasjonal G17 - 2nd ..,Male,Youth,2024,142,32%
,OBOS Nasjonal G19 - Cha..,Male,Youth,2024,70,36%
,Play-offs 1/2,Male,Senior,2015,2,100%
,,,,2016,2,100%
,,,,2017,2,100%
,,,,2019,2,100%
,,,,2020,1,100%
,,,,2021,1,100%
,,,,2022,2,100%
,,,,2023,2,100%
,,,,2024,2,100%
,Play-offs 2/3,Male,Senior,2018,2,100%
,,,,2019,2,0%
,,,,2020,2,0%
,,,,2021,2,0%
,,,,2022,2,0%
,,,,2023,2,100%
,,,,2024,2,100%
,Super Cup,Male,Senior,2017,1,100%
,,,,2018,1,0%
,Toppserien,Female,Senior,2016,132,2%
,,,,2017,132,62%
,,,,2018,132,84%
,,,,2019,132,85%
,,,,2020,90,99%
,,,,2021,90,98%
,,,,2022,102,91%
,,,,2023,135,100%
,,,,2024,135,100%
,Trøndersk Regional Wom..,Female,NULL,2024,2,100%
,Women's Play-offs 1/2,Female,Senior,2015,2,0%
,,,,2016,2,0%
,,,,2017,2,0%
,,,,2022,30,90%
,,,,2023,2,100%
,,,,2024,2,100%
Oceania,FIFA Women's WC Qualifi..,Female,Senior,2023 Australia - New Zeal..,17,100%
,OFC Champions League,Male,Senior,2016,27,0%
,,,,2017,36,17%
Oceania,OFC Champions League,Male,Senior,2018,40,93%
,,,,2019,37,97%
,,,,2020,27,74%
,,,,2022,15,93%
,,,,2023,34,24%
,,,,2024,35,43%
,OFC Nations Cup,Male,Senior,2016 Papua New Guinea,3,33%
,,,,2024 Vanuatu,13,62%
,OFC U16 Women's Champ..,Female,Youth,2023 Tahiti,18,94%
,OFC U17 Championship,Male,Youth,2017 Tahiti,21,0%
,,,,2023 Fiji,17,71%
,OFC U19 Championship,Male,Youth,2022 Tahiti,21,81%
,,,,2024 Samoa,18,33%
,OFC U19 Women's Champ..,Female,Youth,2023 Fiji,20,90%
,OFC U20 Championship,Male,Youth,2016 Vanuatu,15,0%
,OFC U20 Women's Championship,Female,Senior,2015 Tonga,10,0%
,,,,2017 New Zealand,15,0%
,OFC World Cup Qualifiers,Male,Senior,2018 Russia,32,13%
,,,,2022 Qatar,11,100%
,,,,2026 Canada/Mexico/USA,12,58%
,Pacific Games,Male,Senior,2015 Papua New Guinea,16,0%
,Women's Olympic Qualifying OFC Play-off,Female,Senior,2016 Rio de Janeiro,1,0%
,,,,2024 Paris,15,0%
,Women's Pacific Games,Female,Senior,2015 Papua New Guinea,13,0%
Oman,Professional League,Male,Senior,2015/2016,182,0%
,,,,2016/2017,182,0%
,,,,2017/2018,175,0%
,,,,2018/2019,172,0%
,,,,2019/2020,182,0%
,,,,2020/2021,70,0%
,,,,2021/2022,177,0%
,,,,2022/2023,182,0%
,,,,2023/2024,128,0%
,,,,2024/2025,66,0%
,Sultan Cup,Male,Senior,2015/2016,40,0%
,,,,2016/2017,43,0%
,,,,2017/2018,21,0%
,,,,2019/2020,4,0%
,,,,2022/2023,5,0%
,Super Cup,Male,Senior,2015/2016,1,0%
,,,,2016/2017,1,0%
,,,,2017/2018,1,0%
,,,,2018/2019,1,0%
,,,,2019/2020,1,0%
,,,,2022/2023,1,0%
,,,,2023/2024,1,0%
Oman,Super Cup,Male,Senior,2024/2025,1,0%
Palestine,Cup,Male,Senior,2016/2017,31,0%
,West Bank League,Male,Senior,2015/2016,132,0%
,,,,2016/2017,132,0%
,,,,2017/2018,83,0%
Panama,Copa Panama,Male,Senior,2016/2017,47,0%
,Liga Nacional de Ascenso,Male,Senior,2015/2016,209,0%
,,,,2016/2017,209,0%
,,,,2017/2018,68,0%
,LPF,Male,Senior,2015/2016,190,0%
,,,,2016/2017,190,13%
,,,,2017/2018,190,38%
,,,,2018/2019,192,44%
,,,,2019,97,51%
,,,,2020,92,60%
,,,,2021,206,69%
,,,,2022,206,91%
,,,,2023,206,99%
,,,,2024,206,76%
Papua New Guinea,National Soccer League,Male,Senior,2015/2016,72,0%
,,,,2017,30,0%
Paraguay,Copa Paraguay,Male,Senior,2018,50,0%
,,,,2019,62,0%
,,,,2021,33,0%
,,,,2022,29,0%
,,,,2023,31,0%
,,,,2024,53,0%
,Division Intermedia,Male,Senior,2016,241,0%
,,,,2017,240,0%
,,,,2018,149,0%
,,,,2019,237,0%
,,,,2021,306,0%
,,,,2022,239,0%
,,,,2023,240,60%
,,,,2024,240,83%
,Division Profesional,Male,Senior,2016,264,81%
,,,,2017,265,97%
,,,,2018,264,100%
,,,,2019,264,98%
,,,,2020,205,100%
,,,,2021,180,99%
,,,,2022,264,97%
,,,,2023,264,98%
,,,,2024,264,100%
,Play-offs 1/2,Male,Senior,2021,2,0%
,Supercopa,Male,Senior,2021,1,100%
Paraguay,Supercopa,Male,Senior,2023,1,100%
Peru,Copa Bicentenario,Male,Senior,2019,59,2%
,,,,2021,29,0%
,Copa Centenario SUB 13,Male,Youth,2018,19,95%
,Copa Centenario SUB 15,Male,Youth,2017,5,100%
,,,,2018,19,95%
,Copa Centenario SUB 17,Male,Youth,2017,6,83%
,,,,2018,22,86%
,Copa Federacion SUB 13,Male,Youth,2019,20,100%
,Copa Federacion SUB 14,Male,Youth,2017,11,100%
,,,,2018,20,100%
,,,,2019,18,94%
,Copa Federacion SUB 15,Male,Youth,2017,11,91%
,,,,2019,20,100%
,Copa Federacion SUB 16,Male,Youth,2017,11,100%
,,,,2018,20,100%
,,,,2019,19,100%
,Copa Federacion SUB 17,Male,Youth,2017,10,90%
,,,,2019,20,100%
,Copa Federacion SUB 18,Male,Youth,2017,11,91%
,,,,2018,20,100%
,,,,2019,20,100%
,Copa Perú,Male,Senior,2015,30,0%
,,,,2016,30,0%
,,,,2017,30,0%
,,,,2018,6,0%
,,,,2019,6,0%
,,,,2021,32,0%
,,,,2022,6,0%
,Play-offs 1/2,Male,Senior,2021,2,0%
,,,,2022,2,50%
,Play-offs 2/3,Male,Senior,2019,6,0%
,Primera División,Male,Senior,2016,359,98%
,,,,2017,354,99%
,,,,2018,358,99%
,,,,2019,310,95%
,,,,2020,284,95%
,,,,2021,238,96%
,,,,2022,346,86%
,,,,2023,342,97%
,,,,2024,306,100%
,Segunda División,Male,Senior,2016,241,0%
,,,,2017,210,13%
,,,,2018,230,0%
,,,,2019,134,21%
,,,,2020,48,100%
Peru,Segunda División,Male,Senior,2021,137,37%
,,,,2022,156,4%
,,,,2023,180,0%
,Supercopa,Male,Senior,2020,1,100%
,Supercopa Movistar,Male,Senior,2018,1,0%
,Torneo Centenario,Male,Senior,2017,5,0%
,Torneo Reservas,Male,Senior,2017,37,19%
,,,,2018,18,94%
,,,,2019,18,89%
Philippines,PFL,Male,Senior,2017,116,0%
,,,,2018,30,0%
,UFL,Male,Senior,2016,102,0%
,UFL Cup,Male,Senior,2016,41,0%
Poland,Central Youth League,Male,Youth,2015/2016,486,0%
,,,,2016/2017,486,0%
,,,,2017/2018,314,0%
,Cup,Male,Senior,2015/2016,73,1%
,,,,2016/2017,70,37%
,,,,2017/2018,73,34%
,,,,2018/2019,45,71%
,,,,2019/2020,34,79%
,,,,2020/2021,41,95%
,,,,2021/2022,48,96%
,,,,2022/2023,40,93%
,,,,2023/2024,51,80%
,,,,2024/2025,32,31%
,Ekstraklasa,Male,Senior,2015/2016,296,100%
,,,,2016/2017,296,100%
,,,,2017/2018,296,100%
,,,,2018/2019,296,100%
,,,,2019/2020,296,100%
,,,,2020/2021,240,100%
,,,,2021/2022,306,100%
,,,,2022/2023,306,100%
,,,,2023/2024,306,100%
,,,,2024/2025,162,100%
,Ekstraliga Women,Female,Senior,2015/2016,162,0%
,,,,2016/2017,162,0%
,,,,2017/2018,111,0%
,,,,2022/2023,132,21%
,,,,2023/2024,132,70%
,,,,2024/2025,66,58%
,I Liga,Male,Senior,2015/2016,306,41%
,,,,2016/2017,306,39%
,,,,2017/2018,306,97%
,,,,2018/2019,306,98%
Poland,I Liga,Male,Senior,2019/2020,309,99%
,,,,2020/2021,309,100%
,,,,2021/2022,309,100%
,,,,2022/2023,309,100%
,,,,2023/2024,309,100%
,,,,2024/2025,171,100%
,I Liga Women,Female,Senior,2015/2016,178,0%
,,,,2016/2017,179,0%
,,,,2017/2018,72,0%
,II Liga,Male,Senior,2015/2016,306,0%
,,,,2016/2017,306,34%
,,,,2017/2018,306,93%
,,,,2018/2019,306,98%
,,,,2019/2020,309,98%
,,,,2020/2021,345,99%
,,,,2021/2022,295,97%
,,,,2022/2023,309,99%
,,,,2023/2024,309,99%
,,,,2024/2025,170,96%
",III Liga,Male,Senior,2015/2016,""2,224"",0%"
",,,,2016/2017,""1,190"",0%"
,,,,2017/2018,612,0%
,Play-offs 2/3,Male,Senior,2014/2015,2,50%
,,,,2016/2017,2,100%
,,,,2017/2018,2,50%
,Super Cup,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,100%
,Women's Cup,Female,Senior,2016/2017,23,0%
,,,,2017/2018,16,0%
Portugal,1a Divisão Women,Female,Senior,2015/2016,132,0%
,,,,2016/2017,182,0%
,,,,2017/2018,97,0%
,,,,2018/1019,132,0%
,,,,2019/2020,89,39%
,,,,2020/2021,210,0%
,,,,2021/2022,168,0%
,,,,2022/2023,132,82%
,,,,2023/2024,132,100%
,,,,2024/2025,72,99%
"Portugal,Campeonato de Portugal,Male,Senior,2015/2016,""1,295"",0%"
",,,,2016/2017,""1,293"",4%"
",,,,2017/2018,""1,213"",13%"
",,,,2018/2019,""1,237"",10%"
,,,,2019/2020,900,21%
",,,,2020/2021,""1,049"",25%"
,,,,2022/2023,740,16%
,,,,2023/2024,753,92%
,,,,2024/2025,389,0%
,Campeonato Nacional de Juniores U15,Male,Youth,2015/2016,4,0%
,,,,2016/2017,29,0%
,,,,2017/2018,40,0%
,,,,2018/2019,48,0%
,,,,2019/2020,34,0%
,Campeonato Nacional de Juniores U16,Male,Youth,2015/2016,11,0%
,,,,2016/2017,28,0%
,,,,2017/2018,11,0%
,,,,2018/2019,16,0%
,,,,2019/2020,7,0%
,Campeonato Safina,Male,Senior,2016/2017,189,0%
,Júniores U17,Male,Youth,2015/2016,788,0%
,,,,2016/2017,636,1%
,,,,2017/2018,463,0%
,,,,2018/2019,604,0%
,,,,2019/2020,597,0%
,,,,2023/2024,432,36%
,,,,2024/2025,170,60%
,Júniores U19,Male,Youth,2015/2016,432,0%
,,,,2016/2017,432,3%
,,,,2017/2018,293,0%
,,,,2018/2019,420,0%
,,,,2019/2020,311,22%
,,,,2020/2021,75,3%
,,,,2023/2024,432,45%
,,,,2024/2025,180,75%
,Liga 3,Male,Senior,2021/2022,339,96%
,,,,2022/2023,339,97%
,,,,2023/2024,296,99%
,,,,2024/2025,159,99%
,Liga Revelação Sub 23,Male,Youth,2018/2019,268,75%
,,,,2019/2020,271,44%
,,,,2020/2021,170,64%
,,,,2021/2022,170,51%
,,,,2022/2023,200,54%
,,,,2023/2024,224,99%
,,,,2024/2025,126,99%
Portugal,Play-offs 1/2,Male,Senior,2020/2021,2,100%
,,,,2021/2022,2,100%
,,,,2022/2023,2,100%
,,,,2023/2024,2,100%
,Play-offs 2/3,Male,Senior,2016/2017,4,0%
,,,,2021/2022,2,100%
,,,,2022/2023,2,100%
,,,,2023/2024,2,100%
,Primeira Liga,Male,Senior,2015/2016,306,74%
,,,,2016/2017,306,100%
,,,,2017/2018,306,100%
,,,,2018/2019,306,100%
,,,,2019/2020,306,100%
,,,,2020/2021,306,99%
,,,,2021/2022,306,100%
,,,,2022/2023,306,100%
,,,,2023/2024,306,100%
,,,,2024/2025,153,95%
,Segunda Liga,Male,Senior,2015/2016,552,34%
,,,,2016/2017,462,70%
,,,,2017/2018,380,81%
,,,,2018/2019,306,67%
,,,,2019/2020,216,94%
,,,,2020/2021,306,97%
,,,,2021/2022,306,100%
,,,,2022/2023,306,100%
,,,,2023/2024,306,100%
,,,,2024/2025,153,99%
,Super Cup,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,0%
,,,,2024/2025,1,0%
,Super Cup Women,Female,Senior,2017/2018,1,0%
,,,,2022/2023,4,0%
,,,,2023/2024,4,100%
,,,,2024/2025,4,100%
,Taça da Liga,Male,Senior,2015/2016,48,4%
,,,,2016/2017,46,46%
,,,,2017/2018,44,48%
,,,,2018/2019,43,72%
Portugal,Taça da Liga,Male,Senior,2019/2020,29,79%
,,,,2020/2021,7,100%
,,,,2021/2022,33,82%
,,,,2022/2023,63,100%
,,,,2023/2024,37,100%
,,,,2024/2025,7,86%
,Taça de Portugal,Male,Senior,2015/2016,170,1%
,,,,2016/2017,171,11%
,,,,2017/2018,171,33%
,,,,2018/2019,41,63%
,,,,2019/2020,90,66%
,,,,2020/2021,51,98%
,,,,2021/2022,44,100%
,,,,2022/2023,41,88%
,,,,2023/2024,58,88%
,,,,2024/2025,24,0%
,Taça Revelação U23,Male,Youth,2019,7,86%
,,,,2020/2021,13,100%
,,,,2021/2022,17,59%
,,,,2022/2023,17,65%
,,,,2023/2024,12,100%
Puerto Rico,LNFPR First Division,Male,Senior,2015,33,0%
Qatar,Emir Cup,Male,Senior,2016,17,0%
,,,,2017,17,0%
,,,,2018,15,0%
,,,,2019,15,0%
,,,,2020,15,67%
,,,,2021,15,100%
,,,,2022,16,100%
,,,,2023,16,100%
,,,,2024,19,74%
,Play-offs 1/2,Male,Senior,2016/2017,1,100%
,,,,2019/2020,1,0%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,100%
,Qatar Cup,Male,Senior,2016,1,0%
,,,,2017,3,0%
,,,,2018,3,0%
,,,,2020,3,0%
,,,,2021,3,33%
,,,,2023,3,100%
,,,,2024,3,100%
,Qatar Stars League,Male,Senior,2015/2016,182,100%
,,,,2016/2017,182,100%
Qatar,Qatar Stars League,Male,Senior,2017/2018,132,100%
,,,,2018/2019,133,100%
,,,,2019/2020,132,100%
,,,,2020/2021,132,100%
,,,,2021/2022,132,100%
,,,,2022/2023,132,100%
,,,,2023/2024,132,100%
,,,,2024/2025,72,99%
,QFA Cup,Male,Senior,2021,28,25%
,,,,2022,42,0%
,,,,2023/2024,37,0%
,QSL Cup,Male,Senior,2017/2018,32,75%
,,,,2018/2019,37,0%
,,,,2019/2020,37,68%
,,,,2020/2021,37,100%
,,,,2021/2022,42,55%
,,,,2022/2023,33,45%
,,,,2023/2024,32,100%
,,,,2024/2025,32,100%
,Second Division,Male,Senior,2015/2016,159,0%
,,,,2016/2017,135,0%
,,,,2017/2018,18,0%
,,,,2018/2019,44,0%
,,,,2019/2020,76,0%
,,,,2020/2021,84,0%
,,,,2021/2022,56,0%
,,,,2022/2023,56,0%
,,,,2023/2024,56,0%
,,,,2024/2025,28,0%
,Second Division Cup,Male,Senior,2018,1,0%
,Sheikh Jassem Cup,Male,Senior,2015,1,0%
,,,,2016,1,0%
,,,,2017,1,0%
,,,,2019,1,0%
,U23 League,Male,Youth,2017/2018,41,0%
,,,,2018/2019,2,0%
,,,,2020/2021,131,39%
,,,,2021/2022,65,0%
,Youth League,Male,Youth,2015/2016,1,0%
,,,,2016/2017,15,0%
Republic of Ireland,FAI Cup,Male,Senior,2016,45,0%
,,,,2017,32,0%
,,,,2020,18,94%
,,,,2021,32,84%
,,,,2022,31,90%
,,,,2023,31,81%
Republic of Ireland,FAI Cup,Male,Senior,2024,39,72%
